8c091950-52e7-11ea-90cc-87a8bd955172	At constant temperature, a 3.8 L volume of gas at 765 mmHg, was expanded to give a pressure of 0.500 atm. What is the new volume?	start physical_unit 8 8 volume l qc_end c_other constant_temperature qc_end physical_unit 8 8 4 5 volume qc_end physical_unit 8 8 10 11 pressure qc_end physical_unit 8 8 19 20 pressure qc_end end
8c0dd51a-52e7-11ea-8096-87a8bd955172	Calculate the pH during a titration when 9.54 mL of a 0.15 M HCl solution has reacted with 22.88 mL of 0.14 M NaOH?	start physical_unit 14 14 ph none qc_end physical_unit 13 14 7 8 volume qc_end physical_unit 13 14 11 12 molarity qc_end end
8c0dfba2-52e7-11ea-a723-87a8bd955172	How many atoms are in 2.70 moles of iron atoms?	start physical_unit 8 9 number none qc_end physical_unit 8 9 5 6 mole qc_end end
8c10baae-52e7-11ea-ad25-87a8bd955172	You have a freshly prepared 0.01 M ascorbic acid (vitamin C) solution. Each liter of this solution contains how many ascorbic acid molecules?	start physical_unit 20 22 number none qc_end end
8c1269a2-52e7-11ea-ad17-87a8bd955172	2.30 L of air at 4.53 atm is expanded to 2219 mmHg. What is the final volume in mL?	start physical_unit 3 3 volume ml qc_end physical_unit 3 3 0 1 volume qc_end physical_unit 3 3 5 6 pressure qc_end physical_unit 3 3 10 11 pressure qc_end end
8c16fcae-52e7-11ea-ac22-87a8bd955172	You have 1500.0 g of a bleach solution. The percent by mass of the solute sodium hypochlorite, NaOCl, is 3.62%. How many grams of NaOCl are in the solution?	start physical_unit 17 17 mass g qc_end physical_unit 5 7 2 3 mass qc_end end
8c1771de-52e7-11ea-8882-87a8bd955172	At conditions of 785.0 torr of pressure and 15.0 °C temperature, a gas occupies a volume of 45.5 mL. What will be the volume of the same gas at 745.0 torr and 30.0 °C ?	start physical_unit 25 27 volume ml qc_end physical_unit 11 12 3 4 pressure qc_end physical_unit 11 12 8 9 temperature qc_end physical_unit 11 12 29 30 pressure qc_end physical_unit 11 12 32 33 temperature qc_end physical_unit 11 12 17 18 volume qc_end end
8c1b6976-52e7-11ea-830a-87a8bd955172	What is the formula for tin (IV) nitride?	start chemical_formula qc_end substance 5 7 qc_end end
8c1d3dc6-52e7-11ea-a94b-87a8bd955172	How many oxygen atoms in 6 mol of glucose?	start physical_unit 2 3 number none qc_end physical_unit 8 8 5 6 mole qc_end end
8c20239e-52e7-11ea-b8ac-87a8bd955172	What is the chemical formula for the combination of cobalt (II) and chlorine?	start chemical_formula qc_end substance 9 10 qc_end substance 12 12 qc_end end
8c204aae-52e7-11ea-8dc7-87a8bd955172	If the volume of the gas in a gas chamber is 500 mL at 277 K, what will be the volume of the gas in the chamber if the temperature is at 300 K?	start physical_unit 4 5 volume ml qc_end physical_unit 4 5 11 12 volume qc_end physical_unit 4 5 14 15 temperature qc_end physical_unit 4 5 32 33 temperature qc_end end
8c2071d8-52e7-11ea-9501-87a8bd955172	Aluminum sulfate, Al2(SO4)3, decomposes to form aluminum oxide, Al2O3, and sulfur trioxide, SO3. How do you write the balanced equation for this reaction?	start chemical_equation qc_end chemical_equation 2 2 qc_end chemical_equation 8 8 qc_end chemical_equation 12 12 qc_end end
8c2098ec-52e7-11ea-a2ac-87a8bd955172	What mass of sodium chloride is present in a 250 mL volume of 5.0 mol/L NaCl(aq)?	start physical_unit 3 4 mass g qc_end physical_unit 15 15 9 10 volume qc_end physical_unit 15 15 13 14 molarity qc_end end
8c22e2ee-52e7-11ea-b009-87a8bd955172	How would sodium carbonate react with nitric acid?	start chemical_equation qc_end substance 2 3 qc_end substance 6 7 qc_end end
8c22e2ef-52e7-11ea-88ae-87a8bd955172	How many nitrogen atoms are in Ca(NO3)2?	start physical_unit 2 3 number none qc_end chemical_equation 6 6 qc_end end
8c2a3610-52e7-11ea-abb1-87a8bd955172	How many moles of silver(I) bromide are produced when 6.45 moles of sodium bromide take part in the reaction? NaBr(aq) + AgNO3(aq) -> AgBr(s)↓ + NaNO3(aq)	start physical_unit 4 5 mole mol qc_end physical_unit 12 13 9 10 mole qc_end end
8c2a83e8-52e7-11ea-ad8a-87a8bd955172	A 0.596 g sample of a gaseous compound containing only boron and hydrogen occupied 484 cm^3 at STP. When ignited in excess oxygen all the hydrogen was recovered as 1.17 g of water, and all the boron was present as B2O3. What is the empirical formula?	start chemical_formula qc_end physical_unit 3 3 1 2 mass qc_end c_other OTHER qc_end physical_unit 3 3 14 15 volume qc_end c_other STP qc_end c_other OTHER qc_end c_other OTHER qc_end physical_unit 32 32 29 30 mass qc_end c_other OTHER qc_end end
8c2ad22c-52e7-11ea-a5c5-87a8bd955172	When steam (hot water) is passed over iron, hydrogen gas and iron (lll) oxide are formed. What mass of steam would be needed to react completely with 100.0 g of iron?	start physical_unit 1 1 mass g qc_end physical_unit 7 7 27 28 mass qc_end c_other OTHER qc_end c_other OTHER qc_end end
8c2b2062-52e7-11ea-80bb-87a8bd955172	A sample of a compound contains 259.2 g F and 40.8 g C. How do you find its empirical formula?	start chemical_formula qc_end physical_unit 8 8 6 7 mass qc_end physical_unit 12 12 10 11 mass qc_end end
8c2c58a4-52e7-11ea-be34-87a8bd955172	What is the molecular formula of a compound with an empirical formula of C4H9 and a gram-formula mass of 114.0 g/mole?	start chemical_formula qc_end c_other OTHER qc_end end
8c2e5428-52e7-11ea-9a08-87a8bd955172	How much would 4.2 × 10^23 molecules of KSO4 weigh in grams?	start physical_unit 8 8 mass g qc_end end
8c2e7b40-52e7-11ea-b94c-87a8bd955172	How many moles of argon atoms are present in 11.2 L of argon gas at STP?	start physical_unit 4 5 mole mol qc_end c_other STP qc_end physical_unit 12 13 9 10 volume qc_end end
8c2e7b41-52e7-11ea-b7e8-87a8bd955172	Silicon tetrachloride (SiCl4) can be prepared by heating Si in chlorine gas: Si(s) + 2 Cl2(g) -> SiCl4(l). In one reaction, 0.507 mole of SiCl4 is produced. How many moles of molecular chlorine were used in the reaction?	start physical_unit 31 32 mole mol qc_end chemical_equation 12 17 qc_end physical_unit 2 2 21 22 mole qc_end end
8c2ea27e-52e7-11ea-8b60-87a8bd955172	What is the formula for sodium sulfate?	start chemical_formula qc_end substance 5 6 qc_end end
8c2ea27f-52e7-11ea-b167-87a8bd955172	How many grams of KI are required to make 550.0 mL of a 1.50 M KI solution ?	start physical_unit 4 4 mass g qc_end physical_unit 15 16 9 10 volume qc_end physical_unit 15 16 13 14 molarity qc_end end
8c2f658c-52e7-11ea-b734-87a8bd955172	If the pressure is reported as 750 mmHg, what is the pressure in atmospheres?	start physical_unit 13 13 pressure atm qc_end end
8c2f8cb4-52e7-11ea-b53e-87a8bd955172	How many Sulfur atoms are in 0.42 mol S?	start physical_unit 2 3 number none qc_end physical_unit 8 8 6 7 mole qc_end end
8c2f8cb5-52e7-11ea-97be-87a8bd955172	How do you determine the mass of potassium in 33.5 g of KCl?	start physical_unit 7 7 mass g qc_end physical_unit 12 12 9 10 mass qc_end end
8c2fb406-52e7-11ea-b1cc-87a8bd955172	What would be the mass of 4.5 × 10^26 carbon atoms?	start physical_unit 9 9 mass g qc_end physical_unit 9 10 6 8 number qc_end end
8c313a5c-52e7-11ea-87c0-87a8bd955172	How many moles of Cl are in 2.7 mol CaCl2?	start physical_unit 4 4 mole mol qc_end physical_unit 9 9 7 8 mole qc_end end
8c313a5d-52e7-11ea-91b3-87a8bd955172	In the synthesis of ammonia from its constituent elements, what is the coefficient of hydrogen in the stoichiometric equation?	start physical_unit 14 14 coefficient none qc_end substance 4 4 qc_end end
8c35a8c6-52e7-11ea-906c-87a8bd955172	What is molecular formula of compound that weighs 46 g/mol and analyzes to 52.2% C, 34.8% O, and 13% H?	start chemical_formula qc_end physical_unit 5 5 8 9 molar_mass qc_end end
8c35ceb0-52e7-11ea-a1a3-87a8bd955172	Calculate the heat required to raise the temperature of 2.0 kg of ice at -25 °C to 70 °C?	start physical_unit 12 12 heat_energy j qc_end physical_unit 12 12 14 15 temperature qc_end physical_unit 12 12 17 18 temperature qc_end physical_unit 12 12 9 10 mass qc_end end
8c35f5dc-52e7-11ea-bd93-87a8bd955172	To what volume must 440.0 mL of 3.50 M KNO3 be diluted to produce 1.50 M KNO3?	start physical_unit 9 9 volume ml qc_end physical_unit 9 9 4 5 volume qc_end physical_unit 9 9 7 8 molarity qc_end physical_unit 9 9 14 15 molarity qc_end end
8c361cd4-52e7-11ea-9c0c-87a8bd955172	Hydrofluoric acid (HF) reacts with silicon dioxide to produce silicon tetraflouride and water. How do you write the balanced equation for this reaction?	start chemical_equation qc_end chemical_equation 2 2 qc_end substance 5 6 qc_end substance 9 10 qc_end substance 12 12 qc_end end
8c364398-52e7-11ea-b60f-87a8bd955172	How many grams of salt must be added to 300 g of water to increase its boiling point by 5 °C?	start physical_unit 4 4 mass g qc_end physical_unit 12 12 9 10 mass qc_end physical_unit 12 12 19 20 boiling_point_temperature qc_end end
8c36b8d4-52e7-11ea-9f54-87a8bd955172	A 2400 gram sample of an aqueous solution contains 0.012 gram of NH3. What is the concentration of NH3 in the solution, expressed as parts per million?	start physical_unit 12 12 concentration ppm qc_end physical_unit 12 12 9 10 mass qc_end end
8c38db74-52e7-11ea-a848-87a8bd955172	How many moles of phosphorus trichloride would contain 3.35×10^24 molecules of phosphorus trichloride?	start physical_unit 4 5 mole mol qc_end end
8c3929c8-52e7-11ea-b8b4-87a8bd955172	What is the pH of (CH3)3N solution, in a titration of 25 mL of 0.12 M (CH3)3N with 0.1 M HCl, and Kb = 6.3 x 10^(-5)?	start physical_unit 5 6 ph none qc_end physical_unit 5 6 11 12 volume qc_end physical_unit 5 6 14 15 molarity qc_end physical_unit 5 6 24 26 kb qc_end physical_unit 20 20 18 19 molarity qc_end end
8c3950b4-52e7-11ea-bffe-87a8bd955172	A gas occupies a volume of 0.2 L at 25 kPa. What volume will the gas occupy at 2.5 kPa?	start physical_unit 14 15 volume l qc_end physical_unit 14 15 6 7 volume qc_end physical_unit 14 15 9 10 pressure qc_end physical_unit 14 15 18 19 pressure qc_end end
8c3cabf4-52e7-11ea-8d65-87a8bd955172	What is the empirical formula for a compound containing 38.8 g carbon, 16.2 g hydrogen and 45.1 g nitrogen?	start chemical_formula qc_end end
8c3e59ae-52e7-11ea-a394-87a8bd955172	How would magnesium oxide, and calcium react with water?	start chemical_equation qc_end substance 8 8 qc_end substance 5 5 qc_end end
8c3e80ca-52e7-11ea-bad9-87a8bd955172	How many moles of carbon atoms are equivalent to 38.1 g carbon?	start physical_unit 4 5 mole mol qc_end physical_unit 4 4 9 10 mass qc_end end
8c40079c-52e7-11ea-a247-87a8bd955172	Calculate the molar concentration of the solution in 2 liters of which contained 58 g of lead(II) nitrate?	start physical_unit 5 6 molarity mol/l qc_end physical_unit 16 17 13 14 mass qc_end physical_unit 5 6 8 9 volume qc_end end
8c40f1f4-52e7-11ea-bbf0-87a8bd955172	A gaseous compound composed of sulfur and oxygen, which is linked to the formation of acid rain, has a density of 3.58 g/L at STP. What Is the molar mass of this gas?	start physical_unit 31 32 molar_mass g/mol qc_end c_other STP qc_end c_other OTHER qc_end end
8c4537ca-52e7-11ea-b818-87a8bd955172	A 25.0 g sample of an aluminum/mercury amalgam used for filling cavities is 7.00% mercury by mass. What is the mass of aluminum in the 25.0 g sample? (Use correct numbers of significant figures)	start physical_unit 6 6 mass g qc_end end
8c455f40-52e7-11ea-9b76-87a8bd955172	What mass of carbon dioxide will be produced by 15.6 g C if oxygen gas is in excess? C + O2 -> CO2	start physical_unit 3 4 mass g qc_end physical_unit 11 11 9 10 mass qc_end chemical_equation 18 22 qc_end c_other OTHER qc_end end
8c4585e2-52e7-11ea-bb2a-87a8bd955172	How much heat i released to the environment as 245 g of steam at 140 °C is cooled to -15 °C?	start physical_unit 12 12 heat_energy kj qc_end physical_unit 12 12 9 10 mass qc_end physical_unit 12 12 14 15 temperature qc_end physical_unit 12 12 19 20 temperature qc_end end
8c467024-52e7-11ea-a59c-87a8bd955172	Ethanol, CH3CH2OH, has a vapor pressure of 59 mmHg at 25 °C. What quantity of energy as heat is required to evaporate 125 mL of the alcohol at 25 °C? The enthalpy of vaporization of the alcohol at 25 °C is 42.32 kJ/mol. The density of the liquid is 0.7849 g/mL.	start physical_unit 25 26 energy kj qc_end physical_unit 1 1 7 8 vapor_pressure qc_end physical_unit 1 1 10 11 temperature qc_end physical_unit 25 26 22 23 volume qc_end physical_unit 25 26 41 42 enthalpy_of_vaporization qc_end physical_unit 25 26 49 50 density qc_end physical_unit 25 26 10 11 temperature qc_end end
8c47f6de-52e7-11ea-8ec7-87a8bd955172	How many moles of oxygen gas will be formed from 6.45 g of potassium chlorate?	start physical_unit 4 5 mole mol qc_end physical_unit 13 14 10 11 mass qc_end end
8c481dc8-52e7-11ea-a915-87a8bd955172	What is the final temperature after 840 J is absorbed by 10.0 g of water at 25 °C?	start physical_unit 14 14 temperature °c qc_end physical_unit 14 14 11 12 mass qc_end physical_unit 14 14 6 7 heat_energy qc_end physical_unit 14 14 16 17 temperature qc_end end
8c484612-52e7-11ea-8bd6-87a8bd955172	What is the mass of 0.5 moles of CO2?	start physical_unit 8 8 mass g qc_end physical_unit 8 8 5 6 mole qc_end end
8c486d8c-52e7-11ea-bc15-87a8bd955172	What occurs when zinc metal is added to hydrochloric acid?	start chemical_equation qc_end substance 3 4 qc_end substance 8 9 qc_end end
8c48936e-52e7-11ea-bf4b-87a8bd955172	What is the [H+] concentration if the pOH is 7.08?	start physical_unit 3 3 concentration mol/l qc_end end
8c4adce6-52e7-11ea-ba96-87a8bd955172	1.50 mL of a 0.0500 M solution of calcium chloride, CaCl2, was diluted with water to a volume of 10.0 L. What is the concentration of Cl- ions in the diluted solution in ppm?	start physical_unit 26 27 concentration ppm qc_end substance 14 14 qc_end end
8c4b2adc-52e7-11ea-88d9-87a8bd955172	What is the kinetic energy of a mole of oxygen molecules travelling at 255 m/s?	start physical_unit 9 11 kinetic_energy kj qc_end physical_unit 9 10 13 14 velocity qc_end end
8c531a86-52e7-11ea-9c79-87a8bd955172	A 65.0 mL sample of 0.513 M glucose (C6H12O6) solution is mixed with 140.0 mL of 2.33 M glucose solution. What is the concentration of the final solution?	start physical_unit 25 27 concentration mol/l qc_end end
8c53decc-52e7-11ea-a340-87a8bd955172	What is the volume of the container needed to store 0.8 moles of argon gas at 5.3 atm and 227 °C?	start physical_unit 13 14 volume l qc_end physical_unit 13 14 10 11 mole qc_end physical_unit 13 14 19 20 temperature qc_end physical_unit 13 14 16 17 pressure qc_end end
8c54c892-52e7-11ea-b800-87a8bd955172	At STP, what is the volume of 4.50 moles of nitrogen gas?	start physical_unit 10 11 volume l qc_end physical_unit 10 11 7 8 mole qc_end c_other STP qc_end end
8c54ef54-52e7-11ea-bc85-87a8bd955172	How many aluminum-based electrons are present in a salt where there is an 81 g mass of aluminum ions?	start physical_unit 2 3 number none qc_end physical_unit 17 18 13 14 mass qc_end end
8c553db4-52e7-11ea-a309-87a8bd955172	How many moles of methane do I need to react with 1 mol of oxygen in a complete combustion reaction?	start physical_unit 4 4 mole mol qc_end physical_unit 14 14 11 12 mole qc_end c_other OTHER qc_end end
8c55b280-52e7-11ea-bb9b-87a8bd955172	In photosynthesis glucose C6H12O6 and O2 are produced from CO2 and H2O. 6 CO2(g) + 6 H2O(l) + 680 kcal -> C6H12O6(aq) + 6 O2(g) How many grams of glucose are produced from 21.0 g of CO2?	start physical_unit 3 3 mass g qc_end physical_unit 9 9 33 34 mass qc_end chemical_equation 12 24 qc_end end
8c55d9a6-52e7-11ea-86e7-87a8bd955172	What is the oxidation number of fluorine in HF?	start physical_unit 6 6 oxidation_number none qc_end chemical_equation 8 8 qc_end end
8c5627d0-52e7-11ea-b314-87a8bd955172	How many joules are required for heating 65 g of water from 12 °C to 76 °C?	start physical_unit 10 10 energy j qc_end physical_unit 10 10 7 8 mass qc_end physical_unit 10 10 12 13 temperature qc_end physical_unit 10 10 15 16 temperature qc_end end
8c57875e-52e7-11ea-9205-87a8bd955172	Gas A effuses 0.68 times as fast as Gas B. If the molar mass of Gas B is 17 g, what is the mass of Gas A?	start physical_unit 0 1 mass g qc_end physical_unit 8 9 18 19 molar_mass qc_end end
8c59d180-52e7-11ea-8701-87a8bd955172	How to find how many moles are in an ion? I am given the solution of NaCl and it has a mass of 53.2 g and a molar mass of 58.44 g/mol. I already know to how to find the number of moles for the entire solution, but I also need to find the number of moles for Na+ ions. 	start physical_unit 58 59 mole mol qc_end physical_unit 16 16 30 31 molar_mass qc_end end
8c59f958-52e7-11ea-8a35-87a8bd955172	What is the formula mass of the iodine molecule?	start physical_unit 7 8 molecular_weight g/mol qc_end substance 7 8 qc_end end
8c5d7aee-52e7-11ea-b232-87a8bd955172	How many moles are in 4.21 x 10^22 molecules of SO3?	start physical_unit 10 10 mole mol qc_end end
8c5e1740-52e7-11ea-af58-87a8bd955172	What is the volume in milliliters of a 5.01 M silver nitrate solution that contains 275 mmol of silver nitrate?	start physical_unit 10 12 volume ml qc_end physical_unit 10 12 8 9 molarity qc_end physical_unit 10 11 15 16 mole qc_end end
8c5e6640-52e7-11ea-bc56-87a8bd955172	How do we represent the reduction of MnO2 by chloride anion to give Mn^2+ and chlorine gas?	start chemical_equation qc_end chemical_equation 7 7 qc_end substance 9 10 qc_end chemical_equation 13 13 qc_end substance 15 16 qc_end end
8c5eda82-52e7-11ea-8a3b-87a8bd955172	How many electrons does the iron ion have when it forms the ionic compound FeCl3?	start physical_unit 2 2 number none qc_end substance 5 6 qc_end chemical_equation 14 14 qc_end end
8c5f772e-52e7-11ea-9f11-87a8bd955172	What is the standard emf of a galvanic cell made of a Cd electrode in a 1.0 M Cd(NO3)2 solution and a Cr electrode in a 1.0 M Cr(NO3)3 solution at 25 °C?	start physical_unit 6 8 standard_emf v qc_end physical_unit 18 19 16 17 molarity qc_end physical_unit 28 29 16 17 molarity qc_end end
8c5fc468-52e7-11ea-ba30-87a8bd955172	A compound that contains just C, H and N is burned in oxygen. When 5.000 g of the compound is burned in excess oxygen, 6.019 g of CO2, 4.313 g of H2O, and 9.438 g of NO2 are the only products. What is the empirical formula of the compound?	start chemical_formula qc_end c_other OTHER qc_end c_other OTHER qc_end physical_unit 17 18 14 15 mass qc_end physical_unit 27 27 24 25 mass qc_end physical_unit 31 31 28 29 mass qc_end physical_unit 36 36 33 34 mass qc_end end
8c5febfa-52e7-11ea-b493-87a8bd955172	What is Keq for the reaction N2 + 3 H2 -> 2 NH3 if the equilibrium concentrations are [NH3] = 3.0 M, [N2] = 2.0 M, and [H2] = 1.0 M?	start physical_unit 4 5 equilibrium_constant_k none qc_end chemical_equation 6 12 qc_end physical_unit 18 18 20 21 equilibrium_concentration qc_end physical_unit 22 22 24 25 equilibrium_concentration qc_end physical_unit 27 27 29 30 equilibrium_concentration qc_end end
8c6012ba-52e7-11ea-9cc7-87a8bd955172	100 grams of magnesium and 2.50 grams of oxygen react together in synthesis reaction to form magnesium oxide. How do you write this balanced reaction?	start chemical_equation qc_end physical_unit 3 3 0 1 mass qc_end physical_unit 8 8 5 6 mass qc_end substance 16 17 qc_end end
8c617212-52e7-11ea-85e5-87a8bd955172	Elemental analysis of a compound showed that it consisted of 81.82% carbon and 18.18% hydrogen by mass, how many hydrogen atoms appear in the empirical formula of the compound?	start physical_unit 19 20 number none qc_end end
8c619900-52e7-11ea-8c72-87a8bd955172	Hydrogen gas reacts rapidly with oxygen gas in the presence of a platinum catalyst. What equation would represent this reaction?	start chemical_equation qc_end substance 0 1 qc_end substance 5 6 qc_end substance 12 13 qc_end end
8c61c198-52e7-11ea-a89c-87a8bd955172	According to the following reaction, how many grams of hydrogen peroxide (H2O2) are necessary to form 0.182 moles oxygen gas? hydrogen peroxide(H2O2) (aq) -> water (l) + oxygen (g)	start physical_unit 11 11 mass g qc_end physical_unit 18 19 16 17 mole qc_end chemical_equation 20 28 qc_end end
8c61c199-52e7-11ea-a2f5-87a8bd955172	Zinc reacts with water to produce zinc hydroxide and hydrogen gas. What is the equation for this reaction?	start chemical_equation qc_end substance 0 0 qc_end substance 3 3 qc_end substance 6 7 qc_end substance 9 10 qc_end end
8c62d1ca-52e7-11ea-a616-87a8bd955172	An average baked potato contains 164 calories. What is the energy value of the potato in joules?	start physical_unit 13 14 energy j qc_end physical_unit 2 3 5 6 energy qc_end end
8c66f08a-52e7-11ea-8407-87a8bd955172	A farmer has 100 gallons of 70% pure disinfectant. He wishes to mix it with the disinfectant which is 90% pure to obtain 75% pure disinfectant. How much of the 90% disinfectant must he use?	start physical_unit 8 8 volume l qc_end physical_unit 8 8 3 4 volume qc_end end
8c67179e-52e7-11ea-9dbb-87a8bd955172	Hydrogen reacts with 0.771 g of carbon to form 0.90 g of a compound. What is the mass percent of hydrogen in the compound?	start physical_unit 20 23 mass_percent none qc_end physical_unit 6 6 3 4 mass qc_end physical_unit 22 23 9 10 mass qc_end end
8c69131e-52e7-11ea-b078-87a8bd955172	Iron pyrite (fool's gold) is iron (lI) sulfide. What is its formula?	start chemical_formula qc_end substance 5 7 qc_end end
8c693a28-52e7-11ea-b9b5-87a8bd955172	How would we represent the reaction of magnesium oxide with dihydrogen gas?	start chemical_equation qc_end substance 7 8 qc_end substance 10 11 qc_end end
8c693a29-52e7-11ea-8fbb-87a8bd955172	What is the formula for phosphorous trichloride?	start chemical_formula qc_end substance 5 6 qc_end end
8c693a2a-52e7-11ea-9900-87a8bd955172	What is the empirical formula for a compound which contains 67.1% zinc and the rest is oxygen?	start chemical_formula qc_end c_other OTHER qc_end end
8c698862-52e7-11ea-ba80-87a8bd955172	How many gm of solid NaOH must be added to 100 ml of a buffer solution which is 0.1 M each w.r.t acid HA and salt NaA to make the pH of solution 5.5. Given pKa(HA) = 5 (Use antilog (0.5) = 3.16)?	start physical_unit 4 5 mass g qc_end physical_unit 13 15 10 11 volume qc_end physical_unit 22 23 18 19 molarity qc_end physical_unit 25 26 18 19 molarity qc_end physical_unit 15 15 33 33 ph qc_end physical_unit 23 23 33 33 pka qc_end c_other OTHER qc_end end
