56545d19-6de6-11ea-88e5-ccda262736ce	A sample of a compound contains 259.2 g F and 40.8 g C. How do you find its empirical formula?	CF4	CF4
56545d1a-6de6-11ea-bbdc-ccda262736ce	What is the molecular formula of a compound with an empirical formula of C4H9 and a gram-formula mass of 114.0 g/mole?	C8H18	C8H18
56545d1b-6de6-11ea-a56e-ccda262736ce	How much would 4.2 × 10^23 molecules of KSO4 weigh in grams?	94.14 grams	94.14 grams
56545d1c-6de6-11ea-8965-ccda262736ce	Silicon tetrachloride (SiCl4) can be prepared by heating Si in chlorine gas: Si(s) + 2 Cl2(g) -> SiCl4(l). In one reaction, 0.507 mole of SiCl4 is produced. How many moles of molecular chlorine were used in the reaction?	1.14 moles	1.14 moles
56545d1d-6de6-11ea-b6e7-ccda262736ce	What is the formula for sodium sulfate?	Na2SO4	Na2SO4
56545d1e-6de6-11ea-9ab6-ccda262736ce	How many grams of KI are required to make 550.0 mL of a 1.50 M KI solution ?	137 grams	137 grams
56545d1f-6de6-11ea-88b7-ccda262736ce	If the pressure is reported as 750 mmHg, what is the pressure in atmospheres?	0.99 atm	0.99 atm
56545d20-6de6-11ea-90e6-ccda262736ce	How many Sulfur atoms are in 0.42 mol S?	2.53 × 10^23	2.53 × 10^23
56545d21-6de6-11ea-a82a-ccda262736ce	How do you determine the mass of potassium in 33.5 g of KCl?	17.57 g	17.57 g
56545d22-6de6-11ea-bcb7-ccda262736ce	What would be the mass of 4.5 × 10^26 carbon atoms?	12.01 g	12.01 g
56545d23-6de6-11ea-a2b6-ccda262736ce	In the synthesis of ammonia from its constituent elements, what is the coefficient of hydrogen in the stoichiometric equation?	3/2	3/2
56545d24-6de6-11ea-9326-ccda262736ce	Calculate the heat required to raise the temperature of 2.0 kg of ice at -25 °C to 70 °C?	4.0 × 10^5 J	4.0 × 10^5 J
56545d25-6de6-11ea-8a1e-ccda262736ce	To what volume must 440.0 mL of 3.50 M KNO3 be diluted to produce 1.50 M KNO3?	1026.67 mL	1026.67 mL
56545d26-6de6-11ea-b6d0-ccda262736ce	Hydrofluoric acid (HF) reacts with silicon dioxide to produce silicon tetraflouride and water. How do you write the balanced equation for this reaction?	4 HF + SiO2 -> SiF4 + 2 H2O	4 HF + SiO2 -> SiF4 + 2 H2O
56548400-6de6-11ea-9d03-ccda262736ce	How many grams of salt must be added to 300 g of water to increase its boiling point by 5 °C?	86 grams	86 grams
56548401-6de6-11ea-84a4-ccda262736ce	A 2400 gram sample of an aqueous solution contains 0.012 gram of NH3. What is the concentration of NH3 in the solution, expressed as parts per million?	5 parts per million	5 parts per million
56548402-6de6-11ea-8668-ccda262736ce	What is the pH of (CH3)3N solution, in a titration of 25 mL of 0.12 M (CH3)3N with 0.1 M HCl, and Kb = 6.3 x 10^(-5)?	5.03	5.03
56548403-6de6-11ea-976a-ccda262736ce	A gas occupies a volume of 0.2 L at 25 kPa. What volume will the gas occupy at 2.5 kPa?	2 L	2 L
56548404-6de6-11ea-95fc-ccda262736ce	What is the empirical formula for a compound containing 38.8 g carbon, 16.2 g hydrogen and 45.1 g nitrogen?	NCH5	NCH5
56548405-6de6-11ea-a633-ccda262736ce	How would magnesium oxide, and calcium react with water?	MgO + H2O -> Mg(OH)2	MgO + H2O -> Mg(OH)2
56548406-6de6-11ea-9e90-ccda262736ce	How many moles of carbon atoms are equivalent to 38.1 g carbon?	3.17 moles	3.17 moles
56548407-6de6-11ea-8b0e-ccda262736ce	Calculate the molar concentration of the solution in 2 liters of which contained 58 g of lead(II) nitrate?	0.09 M	0.09 M
56548408-6de6-11ea-82d6-ccda262736ce	A gaseous compound composed of sulfur and oxygen, which is linked to the formation of acid rain, has a density of 3.58 g/L at STP. What Is the molar mass of this gas?	81.31 g/mol	81.31 g/mol
56548409-6de6-11ea-84e4-ccda262736ce	A 25.0 g sample of an aluminum/mercury amalgam used for filling cavities is 7.00% mercury by mass. What is the mass of aluminum in the 25.0 g sample? (Use correct numbers of significant figures)	23.3 g	23.3 g
5654840a-6de6-11ea-9787-ccda262736ce	What mass of carbon dioxide will be produced by 15.6 g C if oxygen gas is in excess? C + O2 -> CO2	57.16 g	57.16 g
5654840b-6de6-11ea-82b9-ccda262736ce	How much heat i released to the environment as 245 g of steam at 140 °C is cooled to -15 °C?	765 kJ	765 kJ
5654840c-6de6-11ea-a0a1-ccda262736ce	A container of oxygen has a volume of 349 mL at a temperature of 22.0 °C . What volume will the gas occupy at 50.0 °C?	398.69 mL	398.69 mL
5654840d-6de6-11ea-9998-ccda262736ce	Ethanol, CH3CH2OH, has a vapor pressure of 59 mmHg at 25 °C. What quantity of energy as heat is required to evaporate 125 mL of the alcohol at 25 °C? The enthalpy of vaporization of the alcohol at 25 °C is 42.32 kJ/mol. The density of the liquid is 0.7849 g/mL.	90.14 kJ	90.14 kJ
5654840e-6de6-11ea-94b6-ccda262736ce	What is the final temperature after 840 J is absorbed by 10.0 g of water at 25 °C?	45 ℃	45 ℃
5654840f-6de6-11ea-a42c-ccda262736ce	What is the mass of 0.5 moles of CO2?	22 grams	22 grams
56548410-6de6-11ea-8d8d-ccda262736ce	What occurs when zinc metal is added to hydrochloric acid?	Zn(s) + 2 HCl(aq) -> ZnCl2(aq) + H2(g)	Zn(s) + 2 HCl(aq) -> ZnCl2(aq) + H2(g)
56548411-6de6-11ea-a1bc-ccda262736ce	What is the [H+] concentration if the pOH is 7.08?	10^(-6.92) mol/L	10^(-6.92) mol/L
56548412-6de6-11ea-bbe0-ccda262736ce	1.50 mL of a 0.0500 M solution of calcium chloride, CaCl2, was diluted with water to a volume of 10.0 L. What is the concentration of Cl- ions in the diluted solution in ppm?	0.53 ppm	0.53 ppm
56548413-6de6-11ea-a7f8-ccda262736ce	What is the kinetic energy of a mole of oxygen molecules travelling at 255 m/s?	1.04 kJ	1.04 kJ
5654ab30-6de6-11ea-b367-ccda262736ce	What is the volume of the container needed to store 0.8 moles of argon gas at 5.3 atm and 227 °C?	6.19 L	6.19 L
5654ab31-6de6-11ea-b501-ccda262736ce	How many aluminum-based electrons are present in a salt where there is an 81 g mass of aluminum ions?	1.81 × 10^25	1.81 × 10^25
5654ab32-6de6-11ea-9dbe-ccda262736ce	The pH of a solution is 8.7, what is the pOH?	5.3	5.3
5654ab33-6de6-11ea-a435-ccda262736ce	In photosynthesis glucose C6H12O6 and O2 are produced from CO2 and H2O. 6 CO2(g) + 6 H2O(l) + 680 kcal -> C6H12O6(aq) + 6 O2(g) How many grams of glucose are produced from 21.0 g of CO2?	14.32 grams	14.32 grams
5654ab34-6de6-11ea-a34d-ccda262736ce	How many joules are required for heating 65 g of water from 12 °C to 76 °C?	17000 joules	17000 joules
5654ab35-6de6-11ea-bff7-ccda262736ce	Gas A effuses 0.68 times as fast as Gas B. If the molar mass of Gas B is 17 g, what is the mass of Gas A?	37 g	37 g
5654ab36-6de6-11ea-967d-ccda262736ce	How to find how many moles are in an ion? I am given the solution of NaCl and it has a mass of 53.2 g and a molar mass of 58.44 g/mol. I already know to how to find the number of moles for the entire solution, but I also need to find the number of moles for Na+ ions.	0.91 moles	0.91 moles
5654ab37-6de6-11ea-9083-ccda262736ce	What is the formula mass of the iodine molecule?	253.8 g/mol	253.8 g/mol
5654ab38-6de6-11ea-8b06-ccda262736ce	What is the volume in milliliters of a 5.01 M silver nitrate solution that contains 275 mmol of silver nitrate?	54.9 milliliters	54.9 milliliters
5654ab39-6de6-11ea-a0dc-ccda262736ce	How do we represent the reduction of MnO2 by chloride anion to give Mn^2+ and chlorine gas?	MnO2 + 4 H+ + 2 Cl- -> Mn^2+ + Cl(g) + 2 H2O	MnO2 + 4 H+ + 2 Cl- -> Mn^2+ + Cl(g) + 2 H2O
5654ab3a-6de6-11ea-a56c-ccda262736ce	How many electrons does the iron ion have when it forms the ionic compound FeCl3?	23	23
5654ab3b-6de6-11ea-a340-ccda262736ce	A compound that contains just C, H and N is burned in oxygen. When 5.000 g of the compound is burned in excess oxygen, 6.019 g of CO2, 4.313 g of H2O, and 9.438 g of NO2 are the only products. What is the empirical formula of the compound?	C2H7N3	C2H7N3
5654ab3c-6de6-11ea-b7d0-ccda262736ce	What is Keq for the reaction N2 + 3 H2 -> 2 NH3 if the equilibrium concentrations are [NH3] = 3.0 M, [N2] = 2.0 M, and [H2] = 1.0 M?	4.5	4.5
5654ab3d-6de6-11ea-987f-ccda262736ce	50.0 ml of 0.10 M NaOH completely neutralizes 30.0 ml of hydrochloric acid. How would you calculate the concentration of HCl?	0.17 M	0.17 M
5654ab3e-6de6-11ea-aa17-ccda262736ce	100 grams of magnesium and 2.50 grams of oxygen react together in synthesis reaction to form magnesium oxide. How do you write this balanced reaction?	Mg(s) + 1/2 O2 -> MgO(s)	Mg(s) + 1/2 O2 -> MgO(s)
5654ab3f-6de6-11ea-921d-ccda262736ce	Elemental analysis of a compound showed that it consisted of 81.82% carbon and 18.18% hydrogen by mass, how many hydrogen atoms appear in the empirical formula of the compound?	8	8
5654ab40-6de6-11ea-9ccd-ccda262736ce	Hydrogen gas reacts rapidly with oxygen gas in the presence of a platinum catalyst. What equation would represent this reaction?	H2(g) + 1/2 O2(g) -> H2O(g) 	H2(g) + 1/2 O2(g) -> H2O(g) 
5654ab41-6de6-11ea-ae15-ccda262736ce	According to the following reaction, how many grams of hydrogen peroxide (H2O2) are necessary to form 0.182 moles oxygen gas? hydrogen peroxide(H2O2) (aq) -> water (l) + oxygen (g)	12.74 grams	12.74 grams
5654ab42-6de6-11ea-b567-ccda262736ce	Zinc reacts with water to produce zinc hydroxide and hydrogen gas. What is the equation for this reaction?	Zn + 2 H2O -> Zn(OH)2  +H2	Zn + 2 H2O -> Zn(OH)2  +H2
5654ab43-6de6-11ea-927a-ccda262736ce	A cylinder of argon gas contains 50.0 L of Ar at 18.4 atm and 127 °C. How many moles of argon are in the cylinder?	28.0 moles	28.0 moles
5654ab44-6de6-11ea-9a3e-ccda262736ce	An average baked potato contains 164 calories. What is the energy value of the potato in joules?	686.18 joules	686.18 joules
5654ab45-6de6-11ea-823d-ccda262736ce	A farmer has 100 gallons of 70% pure disinfectant. He wishes to mix it with the disinfectant which is 90% pure to obtain 75% pure disinfectant. How much of the 90% disinfectant must he use?	33.3 L	33.3 L
5654d246-6de6-11ea-9346-ccda262736ce	Hydrogen reacts with 0.771 g of carbon to form 0.90 g of a compound. What is the mass percent of hydrogen in the compound?	14.3%	14.3%
5654d247-6de6-11ea-aae6-ccda262736ce	A sample of mercury absorbed 257 J of heat and its mass was 0.45 kg. If it's temperature increased by 4.09 K, what is its specific heat in J/(kg * K)?	139.64 J/(kg * K)	139.64 J/(kg * K)
5654d248-6de6-11ea-b92d-ccda262736ce	Iron pyrite (fool's gold) is iron (lI) sulfide. What is its formula?	FeS2	FeS2
5654d249-6de6-11ea-bc20-ccda262736ce	How would we represent the reaction of magnesium oxide with dihydrogen gas?	MgO(s) + H2(g) ->[\Delta] Mg(s) + H2O(g)	MgO(s) + H2(g) ->[\Delta] Mg(s) + H2O(g)
5654d24a-6de6-11ea-b323-ccda262736ce	What is the formula for phosphorous trichloride?	PCl3	PCl3
5654d24b-6de6-11ea-b64c-ccda262736ce	What is the empirical formula for a compound which contains 67.1% zinc and the rest is oxygen?	ZnO2	ZnO2
5654d24c-6de6-11ea-b252-ccda262736ce	How many gm of solid NaOH must be added to 100 ml of a buffer solution which is 0.1 M each w.r.t acid HA and salt NaA to make the pH of solution 5.5. Given pKa(HA) = 5 (Use antilog (0.5) = 3.16)?	0.2 gm	0.2 gm
5654d24d-6de6-11ea-bfa9-ccda262736ce	A serving of Cheez-Its releases 130 kcal (1 kcal = 4.18 kJ) when digested by your body. If this same amount of energy were transferred to 2.5 kg of water at 27 °C ,what would the final temperature be?	78.93 ℃	78.93 ℃
5654d24e-6de6-11ea-9e3a-ccda262736ce	What is the mass of three moles of ethane?	90.21 g	90.21 g
5654d24f-6de6-11ea-9dae-ccda262736ce	What is the total number of moles present in a 52.0 gram sample of NaN3? Gram-formula mass = 65.0 grams/mole.	0.80 moles	0.80 moles
5654d250-6de6-11ea-b834-ccda262736ce	How many grams of O2 are needed to react with 84.5 g of NH3?	198 grams	198 grams
5654f91a-6de6-11ea-8f6d-ccda262736ce	How would you balance the following equation: NH3 + H2SO4 -> (NH4)2SO4?	2 NH3 + H2SO4 -> (NH4)2SO4	2 NH3 + H2SO4 -> (NH4)2SO4
5654f91b-6de6-11ea-93e5-ccda262736ce	A 73 mL volume of gas enclosed in a piston at a pressure of 100 kPa, and a temperature of 0 °C was heated to a temperature of 80 °C and the new volume occupied was 4530 mL. What is the new pressure that the gas exerts?	2 kPa	2 kPa
5654f91c-6de6-11ea-801f-ccda262736ce	What is the chemical equation for pure uranium being obtained by reacting uranium (IV) chloride with magnesium?	UCl4(s) + 2 Mg(s) ->[\Delta] U(s) + 2 MgCl2(s)	UCl4(s) + 2 Mg(s) ->[\Delta] U(s) + 2 MgCl2(s)
5654f91d-6de6-11ea-adbc-ccda262736ce	How much energy is required to raise the temperature of 3 g of silver from 15 °C to 20 °C?	3.53 J	3.53 J
5654f91e-6de6-11ea-9dbb-ccda262736ce	How many moles are in 363.8 g of Ba(OH)2?	2.1 moles	2.1 moles
5654f91f-6de6-11ea-bdd1-ccda262736ce	A solution of NaOH has a concentration of 5.51 × 10^(−3) M. What is the pH of this solution?	11.74	11.74
5654f920-6de6-11ea-9605-ccda262736ce	What is the molecular formula of a substance that decomposes into 1.33 g of H and 21.3 g of O, and was found to have a molar mass of 34.1 g/mol?	H2O2	H2O2
5654f921-6de6-11ea-b405-ccda262736ce	How many oxygen molecules are in 3.36 g of oxygen?	6.32 × 10^22	6.32 × 10^22
5654f922-6de6-11ea-ab6f-ccda262736ce	A closed food jar has a fixed volume at STP. What would the new pressure be at 45 °C?	318 kPa	318 kPa
5654f923-6de6-11ea-a965-ccda262736ce	What is the balanced chemical equation for the reaction that takes place between bromine and sodium iodide?	Br2 + 2 NaI -> I2 + 2 NaBr	Br2 + 2 NaI -> I2 + 2 NaBr
5654f924-6de6-11ea-a7d4-ccda262736ce	What is the molar mass of silver nitrate?	169.87 grams/mole	169.87 grams/mole
5654f925-6de6-11ea-9f21-ccda262736ce	The pressure on 30 mL of a gas at constant temperature is changed from 4 atm to 2 atm. What is the new volume of a gas?	60.00 mL	60.00 mL
5655201e-6de6-11ea-8489-ccda262736ce	What volume of a 2.5 M stock solution of acetic acid is required to prepare 100.0 milliliters of a 0.50 M acetic acid solution?	20 milliliters	20 milliliters
5655201f-6de6-11ea-baae-ccda262736ce	What is the chemical equation for the ionization of benzoic acid?	C6H5COOH(aq) + H2O(l) -> C6H5COO- + H3O+	C6H5COOH(aq) + H2O(l) -> C6H5COO- + H3O+
56552020-6de6-11ea-8260-ccda262736ce	How many gold atoms are contained in 0.650 grams of gold?	1.99 × 10^21	1.99 × 10^21
56552021-6de6-11ea-a325-ccda262736ce	A gas has a density of 3.18 g/L at a temperature of 347 K, and a pressure of 1.2 atm. What is its molecular mass?	75.5 g/mol	75.5 g/mol
56552022-6de6-11ea-8cd7-ccda262736ce	How do you balance C3H6 + NH3 + O2 -> C3H3N + H2O?	2 C3H6 + 2 NH3 + 3 O2 -> 2 C3H3N + 6 H2O	2 C3H6 + 2 NH3 + 3 O2 -> 2 C3H3N + 6 H2O
56552023-6de6-11ea-a4e2-ccda262736ce	How do we represent the complete, and net ionic equations for the reaction between hydrogen iodide, and potassium hydroxide?	HI(aq) + KOH(aq) -> KI(aq) + H2O(l)	HI(aq) + KOH(aq) -> KI(aq) + H2O(l)
56552024-6de6-11ea-aad8-ccda262736ce	What is the pH of a 0.85 M NH4Cl solution?	4.66	4.66
56552025-6de6-11ea-92bf-ccda262736ce	A 50 mL sample of 0.200 M sodium hydroxide is titrated with 0.200 M HCl. What is the initial pH?	13.3	13.3
56552026-6de6-11ea-82e5-ccda262736ce	What is the reaction for the dissolution of magnesium nitrate in water?	Mg(NO3)2(s) + n H2O -> Mg^2+(aq) + 2 NO3-(aq)	Mg(NO3)2(s) + n H2O -> Mg^2+(aq) + 2 NO3-(aq)
56552027-6de6-11ea-be8e-ccda262736ce	How many moles of (CH3)3NH+ are in 6.0 g of (CH3)3NH+?	0.10 moles	0.10 moles
56552028-6de6-11ea-a837-ccda262736ce	What mass of oxygen is required to react with 150.0 g of benzene?	460.8 g	460.8 g
56552029-6de6-11ea-a3ab-ccda262736ce	How many moles of CH4 contain 1.5 × 10^23 particles?	0.25 moles	0.25 moles
5655202a-6de6-11ea-a573-ccda262736ce	How much octane could a 0.500 L volume of air completely combust?	11.9 mg	11.9 mg
5655202b-6de6-11ea-8c5e-ccda262736ce	Can you write and balance the equation for the complete combustion of ethane, C2H6?	2 C2H6 + 7O2 -> 4 CO2 + 6 H2O 	2 C2H6 + 7O2 -> 4 CO2 + 6 H2O 
5655202c-6de6-11ea-9baf-ccda262736ce	How do you find the mass, in grams, of 5.00 × 10^23 molecules of N2?	23.3 grams	23.3 grams
5655202d-6de6-11ea-8477-ccda262736ce	If 980 kJ of energy are added to 6.2 L of water at 291 K, what will the final temperature of the water be?	328.81 K	328.81 K
5655202e-6de6-11ea-b7db-ccda262736ce	What volume does 0.0250 moles H2 occupy at 0.821 atm pressure and 300 K?	0.75 L	0.75 L
56554768-6de6-11ea-a464-ccda262736ce	A sample of gas has a volume of 12 liters at 0 °C and 380 torr. What will be its volume when the pressure is changed to 760 torr at a constant temperature?	6 liters	6 liters
56554769-6de6-11ea-9e74-ccda262736ce	A gas has a volume of 4.5 L at STP. If the conditions are changed to SATP, what is the new volume of the gas?	4.91 L	4.91 L
5655476a-6de6-11ea-9ee6-ccda262736ce	How do you convert 64.3 g PbBr2 to moles?	0.18 moles	0.18 moles
5655476b-6de6-11ea-93a3-ccda262736ce	What is the molecular formula of a material for which complete combustion of a unknown mass gives 3.38 g of CO2(g), and 0.69 g of water. An 11.6 g mass of this gas gives a volume of 10.0 L at 0 °C of 10 L?	C2H2	C2H2
5655476c-6de6-11ea-805f-ccda262736ce	What is the balanced chemical equation that describes the dissociation of the strong base magnesium hydroxide, Mg(OH)2 in water?	Mg(OH)2(s) <=> Mg^2+(aq) + 2OH-(aq)	Mg(OH)2(s) <=> Mg^2+(aq) + 2OH-(aq)
5655476d-6de6-11ea-833e-ccda262736ce	How many grams of chromium are needed to react with an excess of CuSO4 to produce 16.2 g Cu?	8.78 grams	8.78 grams
5655476e-6de6-11ea-9c6a-ccda262736ce	What is the molarity of a solution that contains 5 moles of solute dissolved in a solution that is 975 mL?	5.1 mol/L	5.1 mol/L
5655476f-6de6-11ea-8f12-ccda262736ce	How many moles of carbon dioxide is formed when 4.0 moles of carbonic acid decomposes (water is the other product)?	4.0 moles	4.0 moles
56554770-6de6-11ea-91b7-ccda262736ce	The enthalpy associated with the formation of one mole quantities of calcium oxide, and carbon dioxide, from calcium carbonate is +178 kJ. How do we represent this reaction symbolically?	CaCO3(s) + deltaH -> CaO(s) + CO2(g); DeltaH = +178kJ/mol	CaCO3(s) + deltaH -> CaO(s) + CO2(g); DeltaH = +178kJ/mol
56554771-6de6-11ea-aa42-ccda262736ce	If you need to prepare 1.5 L of a 1.5 M solution of nitric acid, how many milliliters of 9.0 M nitric acid will you have to dilute to 1.5 L?	250 milliliters	250 milliliters
56554772-6de6-11ea-8e09-ccda262736ce	In the reaction K2CrO4(aq) + PbCl2(aq) -> 2 KCl(aq) + PbCrO4(s), how many grams of PbCrO4 will precipitate out from the reaction between 25.0 milliliters of 3.0 M K2CrO4 in an excess of PbCl2?	24.2 grams	24.2 grams
56554773-6de6-11ea-a7d4-ccda262736ce	How much water should be evaporated from 20 L of a 20% salt solution to increase it to a 25% salt solution?	4 L	4 L
56556e52-6de6-11ea-a2ca-ccda262736ce	What is the specific heat of an unknown substance if 2000 J of energy are required to raise the temperature of 400 grams of the substance 45 degrees Celsius?	0.11 J/(g * ℃)	0.11 J/(g * ℃)
56556e53-6de6-11ea-8da8-ccda262736ce	Using the appropriate values of Ksp and Kf, what is the equilibrium constant for the following reaction: PbCl2(s) + 3 OH^−(aq) <=> Pb(OH)3^−(aq) + 2 Cl^−(aq) ?	6.50 × 10^9	6.50 × 10^9
56556e54-6de6-11ea-8767-ccda262736ce	What is the volume of alcohol present in 620 mL of a 40.0% (viv) solution of alcohol?	248.00 mL	248.00 mL
56556e55-6de6-11ea-8569-ccda262736ce	How would you determine the oxidation number of Sulpher in SO3^2-?	+4	+4
